Time_ms,Volt,Enepaq_T,Ambient_T,UPS_V,Module_V
4203150,1.8675,24.38,21.00,3.78,3.80
4203651,1.8663,24.49,21.00,3.78,3.80
4204150,1.8663,24.38,19.25,3.78,3.80
4204650,1.8663,24.46,19.25,3.78,3.80
4205150,1.8663,24.42,19.25,3.78,3.80
4205651,1.8663,24.44,19.25,3.78,3.80
4206150,1.8675,24.42,20.25,3.78,3.80
4206650,1.8663,24.46,20.25,3.78,3.80
4207150,1.8663,24.42,20.25,3.78,3.80
4207651,1.8650,24.51,20.25,3.78,3.80
4208150,1.8663,24.49,20.25,3.78,3.80
4208650,1.8663,24.52,19.00,3.76,3.80
4209150,1.8663,24.56,19.00,3.76,3.80
4209651,1.8637,24.54,19.00,3.76,3.80
4210150,1.8663,24.56,19.00,3.76,3.80
4210650,1.8663,24.58,20.50,3.77,3.80
4211150,1.8663,24.60,20.50,3.77,3.80
4211651,1.8650,24.60,20.50,3.77,3.80
4212150,1.8650,24.58,20.50,3.77,3.80
4212650,1.8650,24.67,20.50,3.76,3.80
4213150,1.8650,24.60,20.50,3.76,3.80
4213651,1.8625,24.69,20.50,3.76,3.80
4214150,1.8650,24.63,20.50,3.76,3.80
4214661,1.8637,24.76,20.75,3.78,3.80
4215160,1.8637,24.73,20.75,3.78,3.80
4215662,1.8625,24.77,20.75,3.78,3.80
4216160,1.8613,24.72,20.75,3.78,3.80
4216660,1.8613,24.75,20.75,3.78,3.80
4217160,1.8625,24.78,20.00,3.78,3.80
4217661,1.8625,24.75,20.00,3.78,3.80
4218160,1.8625,24.77,20.00,3.78,3.80
4218661,1.8625,24.79,20.00,3.78,3.80
4219160,1.8625,24.80,20.75,3.78,3.80
4219660,1.8625,24.73,20.75,3.78,3.80
4220166,1.8613,24.85,20.75,3.78,3.80
4220666,1.8613,24.78,20.75,3.78,3.80
4221166,1.8613,24.79,20.75,3.78,3.80
4221667,1.8625,24.88,20.75,3.78,3.80
4222166,1.8613,24.83,20.75,3.78,3.80
4222667,1.8613,24.92,20.75,3.78,3.80
4223166,1.8613,24.85,21.00,3.78,3.80
4223667,1.8625,24.88,21.00,3.78,3.80
4224166,1.8600,24.95,21.00,3.78,3.80
4224666,1.8600,24.89,21.00,3.78,3.80
4225166,1.8613,24.86,21.00,3.78,3.79
4225666,1.8600,24.98,21.00,3.78,3.79
4226166,1.8613,24.89,21.00,3.78,3.79
4226667,1.8600,24.95,21.00,3.78,3.79
4227166,1.8613,24.90,21.00,3.78,3.79
4227667,1.8613,25.00,20.00,3.78,3.79
4228166,1.8600,24.97,20.00,3.78,3.79
4228667,1.8613,24.98,20.00,3.78,3.79
4229166,1.8587,25.04,20.00,3.78,3.79
4229667,1.8587,25.06,20.75,3.78,3.79
4230166,1.8600,25.05,20.75,3.78,3.79
4230666,1.8600,25.03,20.75,3.78,3.79
4231166,1.8587,25.06,20.75,3.78,3.79
4231667,1.8587,25.12,21.00,3.78,3.79
4232166,1.8600,25.06,21.00,3.78,3.79
4232666,1.8575,25.09,21.00,3.78,3.79
4233166,1.8587,25.10,21.00,3.78,3.79
4233667,1.8600,25.13,20.50,3.78,3.79
4234166,1.8600,25.11,20.50,3.78,3.79
